machine_id,cycle,health_score,status,timestamp,temperature_celsius,vibration_hz,pressure_psi,rotation_rpm
MACHINE-001,240,88.01940399415682,Healthy,2025-10-21T11:33:07.569856Z,81.51,67.0,91.85,1441.91
MACHINE-001,241,87.97908129785569,Healthy,2025-10-21T11:33:07.569856Z,83.76,55.15,93.44,1640.45
MACHINE-001,242,87.9212382058442,Healthy,2025-10-21T11:33:07.569856Z,80.04,62.78,91.22,1431.57
MACHINE-001,243,87.86168808885377,Healthy,2025-10-21T11:33:07.569856Z,79.88,60.98,92.08,1510.7
MACHINE-001,244,87.82014886386757,Healthy,2025-10-21T11:33:07.569856Z,81.77,63.57,95.37,1515.62
MACHINE-001,245,87.76581216956305,Healthy,2025-10-21T11:33:07.569856Z,83.97,64.74,96.4,1340.19
MACHINE-001,246,87.71487270420342,Healthy,2025-10-21T11:33:07.569856Z,81.49,71.49,93.57,1483.93
MACHINE-001,247,87.65592329082602,Healthy,2025-10-21T11:33:07.569856Z,85.25,48.68,93.04,1538.67
MACHINE-001,248,87.6011770162145,Healthy,2025-10-21T11:33:07.570855Z,80.54,65.09,94.96,1540.13
MACHINE-001,249,87.55490173204,Healthy,2025-10-21T11:33:07.570855Z,80.71,61.8,96.29,1517.37
MACHINE-001,250,87.5048689676537,Healthy,2025-10-21T11:33:07.570855Z,82.3,62.14,92.29,1528.13
MACHINE-001,251,87.45072778513271,Healthy,2025-10-21T11:33:07.570855Z,82.56,69.75,101.75,1484.82
MACHINE-001,252,87.40135165405843,Healthy,2025-10-21T11:33:07.570855Z,82.92,67.72,97.17,1517.68
MACHINE-001,253,87.3569237683823,Healthy,2025-10-21T11:33:07.570855Z,79.43,67.86,95.01,1546.06
MACHINE-001,254,87.30022934263536,Healthy,2025-10-21T11:33:07.570855Z,81.89,64.89,99.01,1455.01
MACHINE-001,255,87.25569776325979,Healthy,2025-10-21T11:33:07.570855Z,82.22,61.61,93.04,1443.59
MACHINE-001,256,87.19961821934129,Healthy,2025-10-21T11:33:07.570855Z,81.81,65.9,99.82,1416.48
MACHINE-001,257,87.1515747052889,Healthy,2025-10-21T11:33:07.570855Z,83.11,64.81,95.64,1453.18
MACHINE-001,258,87.10754370288237,Healthy,2025-10-21T11:33:07.570855Z,81.77,64.53,100.47,1532.1
MACHINE-001,259,87.05452860360892,Healthy,2025-10-21T11:33:07.570855Z,81.05,73.17,97.88,1461.97
MACHINE-001,260,86.99788036483045,Healthy,2025-10-21T11:33:07.570855Z,80.71,56.95,97.09,1424.59
MACHINE-001,261,86.94988702659215,Healthy,2025-10-21T11:33:07.570855Z,80.13,58.23,94.26,1478.87
MACHINE-001,262,86.89290980340928,Healthy,2025-10-21T11:33:07.570855Z,86.02,59.75,91.05,1595.47
MACHINE-001,263,86.83390410582281,Healthy,2025-10-21T11:33:07.570855Z,82.74,66.14,99.13,1358.64
MACHINE-001,264,86.78813196868424,Healthy,2025-10-21T11:33:07.570855Z,84.0,48.44,90.43,1476.81
MACHINE-001,265,86.72821922515422,Healthy,2025-10-21T11:33:07.570855Z,85.15,59.75,95.27,1499.7
MACHINE-001,266,86.68260553313145,Healthy,2025-10-21T11:33:07.570855Z,82.87,69.23,98.99,1518.04
MACHINE-001,267,86.63099813755237,Healthy,2025-10-21T11:33:07.570855Z,85.25,59.89,95.73,1458.71
MACHINE-001,268,86.57822882620333,Healthy,2025-10-21T11:33:07.570855Z,88.17,67.81,94.56,1405.06
MACHINE-001,269,86.52213618729539,Healthy,2025-10-21T11:33:07.570855Z,82.83,64.82,86.56,1578.72
MACHINE-001,270,86.47503233709806,Healthy,2025-10-21T11:33:07.570855Z,81.88,55.96,94.11,1526.26
MACHINE-001,271,86.43076398089933,Healthy,2025-10-21T11:33:07.570855Z,85.17,63.56,90.51,1489.11
MACHINE-001,272,86.3838400381956,Healthy,2025-10-21T11:33:07.570855Z,82.12,67.86,91.99,1465.55
MACHINE-001,273,86.33438089621374,Healthy,2025-10-21T11:33:07.570855Z,85.33,61.48,98.77,1538.57
MACHINE-001,274,86.27882405530075,Healthy,2025-10-21T11:33:07.570855Z,81.79,65.55,94.22,1485.6
MACHINE-001,275,86.22145657508585,Healthy,2025-10-21T11:33:07.570855Z,79.15,67.01,96.2,1535.64
MACHINE-001,276,86.17169007216357,Healthy,2025-10-21T11:33:07.570855Z,79.6,61.6,94.77,1487.9
MACHINE-001,277,86.11512928729735,Healthy,2025-10-21T11:33:07.570855Z,80.53,63.09,98.05,1471.57
MACHINE-001,278,86.05933363450926,Healthy,2025-10-21T11:33:07.570855Z,86.77,78.91,91.06,1435.99
MACHINE-001,279,86.01296227792942,Healthy,2025-10-21T11:33:07.570855Z,82.86,65.22,94.16,1544.69
MACHINE-001,280,85.96380835424864,Healthy,2025-10-21T11:33:07.570855Z,79.79,64.28,97.01,1413.99
MACHINE-001,281,85.91852609498726,Healthy,2025-10-21T11:33:07.570855Z,81.05,59.69,94.62,1514.14
MACHINE-001,282,85.86452410571599,Healthy,2025-10-21T11:33:07.570855Z,81.29,59.59,99.9,1522.76
MACHINE-001,283,85.82129089132674,Healthy,2025-10-21T11:33:07.570855Z,82.61,66.27,95.49,1487.47
MACHINE-001,284,85.76177771901804,Healthy,2025-10-21T11:33:07.570855Z,83.42,57.77,93.67,1398.73
MACHINE-001,285,85.7113838858648,Healthy,2025-10-21T11:33:07.570855Z,81.54,71.11,93.52,1552.07
MACHINE-001,286,85.65630739017436,Healthy,2025-10-21T11:33:07.570855Z,82.72,63.86,93.08,1376.47
MACHINE-001,287,85.59708256858748,Healthy,2025-10-21T11:33:07.570855Z,83.88,61.42,93.41,1448.61
MACHINE-001,288,85.53846382768724,Healthy,2025-10-21T11:33:07.570855Z,85.74,62.38,97.98,1501.85
MACHINE-001,289,85.49300784118549,Healthy,2025-10-21T11:33:07.570855Z,84.49,63.08,89.97,1402.57
MACHINE-001,290,85.43815594517538,Healthy,2025-10-21T11:33:07.570855Z,82.55,63.44,91.97,1452.93
MACHINE-001,291,85.38141263338294,Healthy,2025-10-21T11:33:07.570855Z,83.5,72.56,92.67,1412.87
MACHINE-001,292,85.32309083672251,Healthy,2025-10-21T11:33:07.570855Z,83.26,55.4,96.09,1366.19
MACHINE-001,293,85.27919035785504,Healthy,2025-10-21T11:33:07.570855Z,84.66,64.86,100.34,1501.6
MACHINE-001,294,85.22986725281626,Healthy,2025-10-21T11:33:07.570855Z,82.43,61.5,97.86,1430.23
MACHINE-001,295,85.17617827705406,Healthy,2025-10-21T11:33:07.570855Z,83.4,58.77,89.39,1403.62
MACHINE-001,296,85.13576535794226,Healthy,2025-10-21T11:33:07.570855Z,84.89,65.75,94.97,1477.33
MACHINE-001,297,85.08310920959643,Healthy,2025-10-21T11:33:07.570855Z,81.18,57.3,94.29,1578.62
MACHINE-001,298,85.03231519890684,Healthy,2025-10-21T11:33:07.570855Z,84.95,65.23,88.18,1434.98
MACHINE-001,299,84.97628867384388,Healthy,2025-10-21T11:33:07.570855Z,85.35,69.16,93.79,1478.08
MACHINE-001,300,84.92042102106035,Healthy,2025-10-21T11:33:07.570855Z,83.91,70.7,82.33,1484.74
MACHINE-001,301,84.86527973724408,Healthy,2025-10-21T11:33:07.570855Z,83.48,66.39,94.41,1502.44
MACHINE-001,302,84.81423980925256,Healthy,2025-10-21T11:33:07.570855Z,81.59,62.06,96.77,1390.53
MACHINE-001,303,84.75983595343476,Healthy,2025-10-21T11:33:07.570855Z,83.99,60.39,95.46,1470.02
MACHINE-001,304,84.70260983765918,Healthy,2025-10-21T11:33:07.570855Z,78.96,62.58,89.81,1453.91
MACHINE-001,305,84.65445187806253,Healthy,2025-10-21T11:33:07.570855Z,83.94,70.08,96.41,1394.01
MACHINE-001,306,84.6006446069909,Healthy,2025-10-21T11:33:07.571858Z,84.81,70.38,94.41,1402.51
MACHINE-001,307,84.54752876100507,Healthy,2025-10-21T11:33:07.571858Z,80.75,65.11,94.9,1470.71
MACHINE-001,308,84.49767914226241,Healthy,2025-10-21T11:33:07.571858Z,82.87,51.52,95.81,1499.46
MACHINE-001,309,84.4378734370309,Healthy,2025-10-21T11:33:07.571858Z,80.29,67.82,97.18,1451.07
MACHINE-001,310,84.38873951509785,Healthy,2025-10-21T11:33:07.571858Z,84.02,66.63,99.99,1433.01
MACHINE-001,311,84.34665655319111,Healthy,2025-10-21T11:33:07.571858Z,83.79,67.91,93.19,1421.43
MACHINE-001,312,84.30224099098335,Healthy,2025-10-21T11:33:07.571858Z,85.13,66.42,95.27,1465.52
MACHINE-001,313,84.25075047377891,Healthy,2025-10-21T11:33:07.571858Z,83.12,64.12,82.56,1491.01
MACHINE-001,314,84.2023185696154,Healthy,2025-10-21T11:33:07.571858Z,82.61,63.19,96.42,1505.0
MACHINE-001,315,84.15568086320064,Healthy,2025-10-21T11:33:07.571858Z,84.95,62.39,95.15,1529.33
MACHINE-001,316,84.09854476881553,Healthy,2025-10-21T11:33:07.571858Z,85.0,57.49,91.38,1494.98
MACHINE-001,317,84.04961173903754,Healthy,2025-10-21T11:33:07.571858Z,85.33,70.45,95.44,1432.59
MACHINE-001,318,84.00446024685051,Healthy,2025-10-21T11:33:07.571858Z,81.87,70.86,88.59,1485.24
MACHINE-001,319,83.94507362994698,Healthy,2025-10-21T11:33:07.571858Z,84.8,66.73,96.93,1398.99
MACHINE-001,320,83.89347617725541,Healthy,2025-10-21T11:33:07.571858Z,84.67,69.8,101.04,1426.89
MACHINE-001,321,83.8453639628128,Healthy,2025-10-21T11:33:07.571858Z,81.39,67.65,98.23,1481.33
MACHINE-001,322,83.79324252118268,Healthy,2025-10-21T11:33:07.571858Z,83.31,60.44,93.34,1521.7
MACHINE-001,323,83.73749363317492,Healthy,2025-10-21T11:33:07.571858Z,86.46,68.49,95.32,1423.34
MACHINE-001,324,83.68393087905116,Healthy,2025-10-21T11:33:07.571858Z,85.53,55.57,92.5,1494.47
MACHINE-001,325,83.63849245349269,Healthy,2025-10-21T11:33:07.571858Z,85.71,71.28,93.28,1431.4
MACHINE-001,326,83.59133302287722,Healthy,2025-10-21T11:33:07.571858Z,84.37,69.87,87.36,1520.45
MACHINE-001,327,83.53859587512973,Healthy,2025-10-21T11:33:07.571858Z,79.41,69.16,96.46,1471.38
MACHINE-001,328,83.48055013422601,Healthy,2025-10-21T11:33:07.571858Z,82.34,71.43,96.78,1492.75
MACHINE-001,329,83.43878457494208,Healthy,2025-10-21T11:33:07.571858Z,77.85,70.63,92.85,1451.15
MACHINE-001,330,83.3972660522853,Healthy,2025-10-21T11:33:07.571858Z,80.82,71.34,91.69,1485.91
MACHINE-001,331,83.35225764820895,Healthy,2025-10-21T11:33:07.571858Z,83.53,64.53,91.65,1470.4
MACHINE-001,332,83.30173450829365,Healthy,2025-10-21T11:33:07.571858Z,83.95,66.35,92.96,1426.36
MACHINE-001,333,83.25667541900889,Healthy,2025-10-21T11:33:07.571858Z,82.89,75.99,99.25,1508.68
MACHINE-001,334,83.2039344041125,Healthy,2025-10-21T11:33:07.571858Z,81.84,65.6,90.72,1505.33
MACHINE-001,335,83.15546617811202,Healthy,2025-10-21T11:33:07.571858Z,83.54,70.75,93.23,1497.58
MACHINE-001,336,83.0968105682351,Healthy,2025-10-21T11:33:07.571858Z,84.52,82.94,90.54,1405.87
MACHINE-001,337,83.04525671601147,Healthy,2025-10-21T11:33:07.571858Z,85.95,67.39,93.89,1422.58
MACHINE-001,338,82.9899700126918,Healthy,2025-10-21T11:33:07.571858Z,85.29,67.19,92.66,1442.49
MACHINE-001,339,82.9392141515966,Healthy,2025-10-21T11:33:07.571858Z,84.28,70.39,91.83,1500.28
MACHINE-001,340,82.89044466626403,Healthy,2025-10-21T11:33:07.571858Z,86.43,60.67,88.56,1482.97
MACHINE-001,341,82.84344803282143,Healthy,2025-10-21T11:33:07.571858Z,87.56,66.65,90.48,1556.2
MACHINE-001,342,82.79861762440541,Healthy,2025-10-21T11:33:07.571858Z,84.03,66.43,95.08,1393.45
MACHINE-001,343,82.75390250719514,Healthy,2025-10-21T11:33:07.571858Z,84.04,70.95,88.4,1343.59
MACHINE-001,344,82.69952119843687,Healthy,2025-10-21T11:33:07.571858Z,78.53,62.62,94.82,1430.98
MACHINE-001,345,82.65352227888783,Healthy,2025-10-21T11:33:07.571858Z,88.85,63.2,93.89,1454.78
MACHINE-001,346,82.60990179920714,Healthy,2025-10-21T11:33:07.571858Z,82.59,65.38,88.62,1493.49
MACHINE-001,347,82.55826248804635,Healthy,2025-10-21T11:33:07.571858Z,82.04,75.66,91.68,1516.89
MACHINE-001,348,82.50915611616026,Healthy,2025-10-21T11:33:07.571858Z,86.1,65.38,85.84,1424.75
MACHINE-001,349,82.46890018109524,Healthy,2025-10-21T11:33:07.571858Z,86.94,76.42,93.24,1411.21
MACHINE-001,350,82.4131890362795,Healthy,2025-10-21T11:33:07.571858Z,82.15,66.58,96.05,1458.84
MACHINE-001,351,82.35429025860934,Healthy,2025-10-21T11:33:07.571858Z,80.91,66.01,96.86,1488.51
MACHINE-001,352,82.29567859118184,Healthy,2025-10-21T11:33:07.571858Z,82.62,70.53,90.49,1497.02
MACHINE-001,353,82.2517453140002,Healthy,2025-10-21T11:33:07.571858Z,83.1,64.9,94.66,1370.17
MACHINE-001,354,82.20875676635804,Healthy,2025-10-21T11:33:07.571858Z,81.2,68.9,91.39,1447.12
MACHINE-001,355,82.14999241572416,Healthy,2025-10-21T11:33:07.571858Z,85.14,64.06,90.51,1441.45
MACHINE-001,356,82.09547334305297,Healthy,2025-10-21T11:33:07.571858Z,82.34,67.68,89.54,1420.74
MACHINE-001,357,82.04529301747193,Healthy,2025-10-21T11:33:07.571858Z,83.75,70.43,94.16,1411.78
MACHINE-001,358,81.98969653203267,Healthy,2025-10-21T11:33:07.571858Z,86.13,63.86,87.09,1588.79
MACHINE-001,359,81.9415028484753,Healthy,2025-10-21T11:33:07.571858Z,82.68,74.81,91.69,1346.91
MACHINE-001,360,81.90121401856342,Healthy,2025-10-21T11:33:07.571858Z,83.37,61.03,92.44,1544.33
MACHINE-001,361,81.84477793267484,Healthy,2025-10-21T11:33:07.571858Z,80.83,60.94,94.24,1432.29
MACHINE-001,362,81.78978896615176,Healthy,2025-10-21T11:33:07.571858Z,84.03,71.4,94.17,1513.65
MACHINE-001,363,81.73850879859994,Healthy,2025-10-21T11:33:07.571858Z,82.11,70.35,94.43,1505.66
MACHINE-001,364,81.69193119001473,Healthy,2025-10-21T11:33:07.571858Z,86.02,58.07,88.02,1492.43
MACHINE-001,365,81.6463922874876,Healthy,2025-10-21T11:33:07.572852Z,85.16,74.83,90.59,1435.12
MACHINE-001,366,81.59128017684553,Healthy,2025-10-21T11:33:07.572852Z,82.01,62.16,91.39,1491.03
MACHINE-001,367,81.54065968189128,Healthy,2025-10-21T11:33:07.572852Z,83.23,63.56,93.93,1525.7
MACHINE-001,368,81.49445922868564,Healthy,2025-10-21T11:33:07.572852Z,84.35,75.15,98.85,1437.35
MACHINE-001,369,81.439798295576,Healthy,2025-10-21T11:33:07.572852Z,83.47,64.08,87.84,1464.16
MACHINE-001,370,81.3820952686263,Healthy,2025-10-21T11:33:07.572852Z,83.97,68.01,89.16,1537.11
MACHINE-001,371,81.33375118760675,Healthy,2025-10-21T11:33:07.572852Z,84.22,73.34,93.1,1475.05
MACHINE-001,372,81.29044845185608,Healthy,2025-10-21T11:33:07.572852Z,84.58,73.22,90.12,1494.04
MACHINE-001,373,81.23537157094518,Healthy,2025-10-21T11:33:07.572852Z,84.94,65.9,91.09,1548.62
MACHINE-001,374,81.19395516341466,Healthy,2025-10-21T11:33:07.572852Z,81.48,67.19,92.54,1453.73
MACHINE-001,375,81.13513361760727,Healthy,2025-10-21T11:33:07.572852Z,81.21,62.77,95.86,1436.91
MACHINE-001,376,81.08961283581425,Healthy,2025-10-21T11:33:07.572852Z,82.69,71.7,93.29,1482.48
MACHINE-001,377,81.04153052123722,Healthy,2025-10-21T11:33:07.572852Z,86.22,67.32,98.59,1399.9
MACHINE-001,378,80.99387686847784,Healthy,2025-10-21T11:33:07.572852Z,83.92,67.28,87.48,1502.62
MACHINE-001,379,80.94627743313,Healthy,2025-10-21T11:33:07.572852Z,81.24,59.45,97.12,1447.6
MACHINE-001,380,80.89994011647624,Healthy,2025-10-21T11:33:07.572852Z,87.01,77.26,93.63,1486.1
MACHINE-001,381,80.84645351145969,Healthy,2025-10-21T11:33:07.572852Z,82.99,69.42,99.21,1455.89
MACHINE-001,382,80.7876208315046,Healthy,2025-10-21T11:33:07.572852Z,85.02,66.67,95.85,1377.24
MACHINE-001,383,80.73651391749497,Healthy,2025-10-21T11:33:07.572852Z,80.26,67.89,90.24,1364.62
MACHINE-001,384,80.69001223563087,Healthy,2025-10-21T11:33:07.572852Z,85.2,67.09,89.7,1569.28
MACHINE-001,385,80.64592242244846,Healthy,2025-10-21T11:33:07.572852Z,84.01,67.52,91.89,1415.19
MACHINE-001,386,80.60260387305354,Healthy,2025-10-21T11:33:07.572852Z,84.79,70.89,88.26,1491.26
MACHINE-001,387,80.55862325202256,Healthy,2025-10-21T11:33:07.572852Z,82.21,58.08,88.92,1476.62
MACHINE-001,388,80.50385225460039,Healthy,2025-10-21T11:33:07.572852Z,86.92,67.42,92.84,1402.81
MACHINE-001,389,80.46073267381865,Healthy,2025-10-21T11:33:07.572852Z,79.35,67.29,95.99,1519.47
MACHINE-001,390,80.41448974092012,Healthy,2025-10-21T11:33:07.572852Z,87.35,76.12,93.74,1337.66
MACHINE-001,391,80.35849437125042,Healthy,2025-10-21T11:33:07.572852Z,83.89,71.13,88.31,1510.33
MACHINE-001,392,80.31466114246638,Healthy,2025-10-21T11:33:07.572852Z,80.97,79.17,89.09,1477.75
MACHINE-001,393,80.25817750727677,Healthy,2025-10-21T11:33:07.572852Z,86.32,69.19,93.96,1531.2
MACHINE-001,394,80.21656864699172,Healthy,2025-10-21T11:33:07.572852Z,84.67,65.2,90.03,1495.99
MACHINE-001,395,80.16398058554553,Healthy,2025-10-21T11:33:07.572852Z,79.22,62.24,92.26,1405.73
MACHINE-001,396,80.11229293625556,Healthy,2025-10-21T11:33:07.572852Z,82.55,64.28,93.31,1408.85
MACHINE-001,397,80.0618138671788,Healthy,2025-10-21T11:33:07.572852Z,85.27,67.86,90.93,1509.44
MACHINE-001,398,80.01195650582271,Healthy,2025-10-21T11:33:07.572852Z,83.33,69.48,88.12,1434.14
MACHINE-001,399,79.96732982571748,Warning,2025-10-21T11:33:07.572852Z,86.69,73.1,91.01,1410.3
MACHINE-001,400,79.90745718785459,Warning,2025-10-21T11:33:07.572852Z,81.9,68.83,91.91,1528.68
MACHINE-001,401,79.8588177161019,Warning,2025-10-21T11:33:07.572852Z,84.84,75.39,90.27,1421.89
MACHINE-001,402,79.81267827935477,Warning,2025-10-21T11:33:07.572852Z,84.44,69.18,89.92,1478.55
MACHINE-001,403,79.75516173759323,Warning,2025-10-21T11:33:07.572852Z,81.55,68.08,91.52,1374.55
MACHINE-001,404,79.70974972569775,Warning,2025-10-21T11:33:07.572852Z,84.43,73.8,94.13,1456.23
MACHINE-001,405,79.65068249769173,Warning,2025-10-21T11:33:07.572852Z,85.18,70.34,94.54,1428.02
MACHINE-001,406,79.59380992378749,Warning,2025-10-21T11:33:07.572852Z,86.37,73.54,96.67,1394.54
MACHINE-001,407,79.54886997860909,Warning,2025-10-21T11:33:07.572852Z,85.3,73.21,92.86,1433.0
MACHINE-001,408,79.49580037422496,Warning,2025-10-21T11:33:07.572852Z,83.14,64.33,94.18,1418.36
MACHINE-001,409,79.44822299849595,Warning,2025-10-21T11:33:07.572852Z,81.74,65.72,88.76,1400.43
MACHINE-001,410,79.39657420184854,Warning,2025-10-21T11:33:07.572852Z,85.75,71.33,88.38,1500.74
MACHINE-001,411,79.35066875908468,Warning,2025-10-21T11:33:07.572852Z,82.95,60.3,83.15,1478.77
MACHINE-001,412,79.30090480980313,Warning,2025-10-21T11:33:07.572852Z,86.02,68.28,94.13,1422.25
MACHINE-001,413,79.24973507742145,Warning,2025-10-21T11:33:07.572852Z,81.62,63.29,92.57,1465.85
MACHINE-001,414,79.20635404449229,Warning,2025-10-21T11:33:07.572852Z,88.22,71.12,84.47,1388.45
MACHINE-001,415,79.16476924417388,Warning,2025-10-21T11:33:07.572852Z,85.86,74.39,89.95,1337.9
MACHINE-001,416,79.1155658459283,Warning,2025-10-21T11:33:07.572852Z,83.96,59.76,92.99,1551.05
MACHINE-001,417,79.06835552956096,Warning,2025-10-21T11:33:07.572852Z,82.45,64.55,92.19,1458.16
MACHINE-001,418,79.01708758220443,Warning,2025-10-21T11:33:07.572852Z,79.82,74.33,86.64,1391.64
MACHINE-001,419,78.9713815467428,Warning,2025-10-21T11:33:07.572852Z,84.23,78.27,94.68,1402.07
MACHINE-001,420,78.91459028396031,Warning,2025-10-21T11:33:07.572852Z,84.81,59.02,95.55,1376.46
MACHINE-001,421,78.85529480415875,Warning,2025-10-21T11:33:07.572852Z,84.73,64.42,91.79,1544.03
MACHINE-001,422,78.80582557332626,Warning,2025-10-21T11:33:07.572852Z,85.32,80.19,92.14,1434.46
MACHINE-001,423,78.75452605971742,Warning,2025-10-21T11:33:07.572852Z,85.69,78.95,88.67,1372.65
MACHINE-001,424,78.69639606595874,Warning,2025-10-21T11:33:07.572852Z,85.02,68.77,90.12,1460.63
MACHINE-001,425,78.64216791664157,Warning,2025-10-21T11:33:07.572852Z,83.53,72.78,94.72,1500.0
MACHINE-001,426,78.59282268802873,Warning,2025-10-21T11:33:07.573855Z,86.14,76.74,95.4,1475.16
MACHINE-001,427,78.53689819805162,Warning,2025-10-21T11:33:07.573855Z,82.24,71.61,93.53,1384.06
MACHINE-001,428,78.47816912833393,Warning,2025-10-21T11:33:07.573855Z,81.52,69.24,91.1,1484.43
MACHINE-001,429,78.43511424817976,Warning,2025-10-21T11:33:07.573855Z,82.25,79.57,89.92,1440.61
MACHINE-001,430,78.38255867127758,Warning,2025-10-21T11:33:07.573855Z,82.29,62.11,92.44,1393.51
MACHINE-001,431,78.33475690599474,Warning,2025-10-21T11:33:07.573855Z,84.39,67.91,92.67,1426.08
MACHINE-001,432,78.2819087780432,Warning,2025-10-21T11:33:07.573855Z,82.84,68.18,94.55,1410.82
MACHINE-001,433,78.22254051195316,Warning,2025-10-21T11:33:07.573855Z,87.11,52.64,92.58,1432.7
MACHINE-001,434,78.16317428977949,Warning,2025-10-21T11:33:07.573855Z,87.92,73.54,93.35,1561.9
MACHINE-001,435,78.10528897446054,Warning,2025-10-21T11:33:07.573855Z,83.37,61.75,89.18,1518.54
MACHINE-001,436,78.04881449932398,Warning,2025-10-21T11:33:07.573855Z,86.48,75.38,93.11,1471.87
MACHINE-001,437,78.00661953617919,Warning,2025-10-21T11:33:07.573855Z,83.91,76.98,91.23,1506.63
MACHINE-001,438,77.95035458187559,Warning,2025-10-21T11:33:07.573855Z,85.52,72.24,89.38,1383.43
MACHINE-001,439,77.8933317623476,Warning,2025-10-21T11:33:07.573855Z,80.92,85.06,92.36,1480.03
MACHINE-001,440,77.84035307303449,Warning,2025-10-21T11:33:07.573855Z,83.25,73.89,90.7,1450.77
MACHINE-001,441,77.78397328404783,Warning,2025-10-21T11:33:07.573855Z,82.83,65.54,89.89,1356.98
MACHINE-001,442,77.73186354333104,Warning,2025-10-21T11:33:07.573855Z,81.15,69.75,86.65,1420.45
MACHINE-001,443,77.68365905684557,Warning,2025-10-21T11:33:07.573855Z,86.0,70.34,88.67,1577.92
MACHINE-001,444,77.64029262679514,Warning,2025-10-21T11:33:07.573855Z,83.14,62.51,92.09,1407.82
MACHINE-001,445,77.60011812674728,Warning,2025-10-21T11:33:07.573855Z,85.68,85.64,93.96,1450.05
MACHINE-001,446,77.55157082973952,Warning,2025-10-21T11:33:07.573855Z,87.28,70.15,89.52,1379.12
MACHINE-001,447,77.50718204550269,Warning,2025-10-21T11:33:07.573855Z,79.09,63.88,96.27,1452.85
MACHINE-001,448,77.46050653436961,Warning,2025-10-21T11:33:07.573855Z,84.95,75.37,85.32,1504.74
MACHINE-001,449,77.40673142784968,Warning,2025-10-21T11:33:07.573855Z,84.02,73.79,88.58,1495.38
MACHINE-001,450,77.34971421850622,Warning,2025-10-21T11:33:07.573855Z,84.83,72.07,89.31,1441.0
MACHINE-001,451,77.2965024983132,Warning,2025-10-21T11:33:07.573855Z,84.03,70.01,92.03,1534.78
MACHINE-001,452,77.24469482110699,Warning,2025-10-21T11:33:07.573855Z,86.76,69.4,88.65,1430.14
MACHINE-001,453,77.18731305077911,Warning,2025-10-21T11:33:07.573855Z,85.95,70.14,90.66,1473.32
MACHINE-001,454,77.14289386368038,Warning,2025-10-21T11:33:07.573855Z,85.1,70.65,91.94,1389.97
MACHINE-001,455,77.0864563607986,Warning,2025-10-21T11:33:07.573855Z,87.54,82.85,96.19,1468.81
MACHINE-001,456,77.04015634942621,Warning,2025-10-21T11:33:07.573855Z,86.82,63.83,90.98,1336.55
MACHINE-001,457,76.98523725202664,Warning,2025-10-21T11:33:07.573855Z,82.07,79.76,99.64,1442.88
MACHINE-001,458,76.93666440941624,Warning,2025-10-21T11:33:07.573855Z,84.33,72.64,91.3,1421.75
MACHINE-001,459,76.8852324082423,Warning,2025-10-21T11:33:07.573855Z,83.7,60.64,90.32,1468.58
MACHINE-001,460,76.82678242426393,Warning,2025-10-21T11:33:07.573855Z,82.41,73.94,87.88,1440.44
MACHINE-001,461,76.78498478477727,Warning,2025-10-21T11:33:07.573855Z,82.99,66.82,93.75,1557.12
MACHINE-001,462,76.7274938428913,Warning,2025-10-21T11:33:07.573855Z,83.99,70.1,91.59,1385.58
MACHINE-001,463,76.67683954162115,Warning,2025-10-21T11:33:07.573855Z,84.57,65.89,91.78,1405.03
MACHINE-001,464,76.62202306889108,Warning,2025-10-21T11:33:07.573855Z,88.42,68.86,90.8,1420.35
MACHINE-001,465,76.57967647854079,Warning,2025-10-21T11:33:07.573855Z,86.6,82.59,87.19,1350.16
MACHINE-001,466,76.53331982695406,Warning,2025-10-21T11:33:07.573855Z,83.84,76.22,90.22,1403.33
MACHINE-001,467,76.49279620588928,Warning,2025-10-21T11:33:07.573855Z,78.79,81.8,91.95,1416.35
MACHINE-001,468,76.44721606963819,Warning,2025-10-21T11:33:07.573855Z,84.57,63.26,89.8,1406.33
MACHINE-001,469,76.39219977177618,Warning,2025-10-21T11:33:07.573855Z,83.72,74.24,90.63,1433.33
MACHINE-001,470,76.35109513456365,Warning,2025-10-21T11:33:07.573855Z,80.73,68.43,88.96,1544.54
MACHINE-001,471,76.30497494769837,Warning,2025-10-21T11:33:07.573855Z,83.48,70.27,86.91,1329.61
MACHINE-001,472,76.26166512859366,Warning,2025-10-21T11:33:07.573855Z,82.32,71.05,89.87,1493.79
MACHINE-001,473,76.21787487555328,Warning,2025-10-21T11:33:07.573855Z,81.53,78.39,87.86,1539.69
MACHINE-001,474,76.17750306917135,Warning,2025-10-21T11:33:07.573855Z,86.22,72.39,88.72,1486.76
MACHINE-001,475,76.1191195885948,Warning,2025-10-21T11:33:07.573855Z,85.47,72.34,91.5,1467.15
MACHINE-001,476,76.06569925011797,Warning,2025-10-21T11:33:07.573855Z,85.18,68.05,98.45,1475.32
MACHINE-001,477,76.02315408792215,Warning,2025-10-21T11:33:07.573855Z,83.59,65.26,88.55,1386.44
MACHINE-001,478,75.98217171242001,Warning,2025-10-21T11:33:07.573855Z,85.22,72.64,92.1,1422.37
MACHINE-001,479,75.94076608040565,Warning,2025-10-21T11:33:07.573855Z,87.31,75.85,89.45,1416.2
MACHINE-001,480,75.88729662036026,Warning,2025-10-21T11:33:07.573855Z,87.48,71.55,90.2,1482.62
MACHINE-001,481,75.83321781060907,Warning,2025-10-21T11:33:07.573855Z,81.79,71.63,82.36,1458.48
